image_id,abnormality_id,abnormality_type,x_centre,y_centre,width_scaled,height_scaled
IMG_00138,IMG_00138_annotation_002,Pothole,0.1496,0.4337,0.0692,0.0547
IMG_00139,IMG_00139_annotation_000,Pothole,0.5988,0.5984,0.1392,0.1034
IMG_00139,IMG_00139_annotation_001,Pothole,0.41,0.7343,0.1683,0.1714
IMG_00139,IMG_00139_annotation_002,Pothole,0.3833,0.4521,0.0717,0.0621
IMG_00140,IMG_00140_annotation_000,Surface depression,0.5679,0.707,0.3125,0.1758
IMG_00141,IMG_00141_annotation_000,Pothole,0.3879,0.7632,0.2375,0.3324
IMG_00142,IMG_00142_annotation_000,Pothole,0.6375,0.6989,0.2083,0.1448
IMG_00142,IMG_00142_annotation_001,Surface depression,0.3704,0.727,0.2875,0.1773
IMG_00142,IMG_00142_annotation_002,Surface depression,0.8754,0.693,0.2225,0.1537
IMG_00143,IMG_00143_annotation_000,Pothole,0.5304,0.7676,0.1125,0.1108
IMG_00144,IMG_00144_annotation_000,Surface depression,0.5146,0.6723,0.3858,0.3132
IMG_00144,IMG_00144_annotation_001,Surface depression,0.395,0.4167,0.1283,0.1537
IMG_00144,IMG_00144_annotation_002,Pothole,0.5179,0.4115,0.0992,0.0576
IMG_00145,IMG_00145_annotation_000,Surface depression,0.5754,0.8082,0.2342,0.1891
IMG_00145,IMG_00145_annotation_001,Surface depression,0.3233,0.5637,0.3833,0.2527
IMG_00146,IMG_00146_annotation_000,Pothole,0.54,0.803,0.2517,0.164
IMG_00146,IMG_00146_annotation_001,Surface depression,0.22,0.845,0.37,0.31
IMG_00147,IMG_00147_annotation_000,Surface depression,0.4433,0.7934,0.2717,0.2246
IMG_00147,IMG_00147_annotation_001,Surface depression,0.4904,0.5629,0.1742,0.2069
IMG_00148,IMG_00148_annotation_000,Pothole,0.5125,0.7055,0.2417,0.1197
IMG_00149,IMG_00149_annotation_000,Pothole,0.4529,0.7011,0.2475,0.1906
IMG_00151,IMG_00151_annotation_000,Surface depression,0.3354,0.7742,0.4042,0.3901
IMG_00152,IMG_00152_annotation_000,Surface depression,0.5192,0.6154,0.2833,0.1729
IMG_00152,IMG_00152_annotation_001,Pothole,0.44,0.6065,0.1317,0.0547
IMG_00152,IMG_00152_annotation_002,Pothole,0.75,0.6738,0.1283,0.0857
IMG_00152,IMG_00152_annotation_003,Pothole,0.2362,0.7861,0.1175,0.1123
IMG_00153,IMG_00153_annotation_000,Pothole,0.3821,0.9108,0.3992,0.1785
IMG_00153,IMG_00153_annotation_001,Pothole,0.6204,0.7055,0.2308,0.1463
IMG_00154,IMG_00154_annotation_000,Road patch failure,0.3796,0.7853,0.0758,0.0842
IMG_00154,IMG_00154_annotation_001,Surface depression,0.8567,0.857,0.1633,0.2216
IMG_00155,IMG_00155_annotation_000,Road patch failure,0.6192,0.9176,0.1367,0.1182
IMG_00156,IMG_00156_annotation_000,Surface depression,0.6371,0.6664,0.4458,0.2689
IMG_00157,IMG_00157_annotation_000,Surface depression,0.5117,0.7447,0.2133,0.1803
IMG_00158,IMG_00158_annotation_000,Crack,0.3688,0.7225,0.2808,0.3576
IMG_00158,IMG_00158_annotation_001,Surface depression,0.1358,0.4913,0.23,0.0399
IMG_00158,IMG_00158_annotation_002,Manhole,0.5529,0.4706,0.0592,0.0369
IMG_00158,IMG_00158_annotation_003,Surface depression,0.1171,0.6228,0.2292,0.1138
IMG_00159,IMG_00159_annotation_000,Surface depression,0.4867,0.6213,0.0633,0.1108
IMG_00159,IMG_00159_annotation_001,Pothole,0.6004,0.5991,0.0825,0.0488
IMG_00159,IMG_00159_annotation_002,Pothole,0.1508,0.5836,0.0983,0.0561
IMG_00159,IMG_00159_annotation_003,Manhole,0.275,0.5748,0.0817,0.0414
IMG_00159,IMG_00159_annotation_004,Surface depression,0.6158,0.7018,0.165,0.0887
IMG_00160,IMG_00160_annotation_000,Crack,0.7875,0.7971,0.4217,0.3738
IMG_00160,IMG_00160_annotation_001,Surface depression,0.4217,0.6597,0.3333,0.1965
IMG_00160,IMG_00160_annotation_002,Surface depression,0.5217,0.4728,0.2783,0.0857
IMG_00161,IMG_00161_annotation_000,Surface depression,0.6162,0.6915,0.2258,0.2039
IMG_00161,IMG_00161_annotation_001,Surface depression,0.4004,0.5689,0.1025,0.0798
IMG_00162,IMG_00162_annotation_000,Surface depression,0.5358,0.738,0.3783,0.1433
IMG_00162,IMG_00162_annotation_001,Surface depression,0.8888,0.7004,0.1775,0.0946
IMG_00163,IMG_00163_annotation_000,Surface depression,0.3696,0.7572,0.1875,0.294
IMG_00163,IMG_00163_annotation_001,Surface depression,0.8658,0.8642,0.2683,0.2716
IMG_00163,IMG_00163_annotation_002,Surface depression,0.6042,0.622,0.2017,0.1212
IMG_00164,IMG_00164_annotation_000,Surface depression,0.5079,0.6501,0.2592,0.328
IMG_00164,IMG_00164_annotation_001,Surface depression,0.4058,0.4381,0.12,0.0901
IMG_00164,IMG_00164_annotation_002,Surface depression,0.225,0.4477,0.1717,0.1034
IMG_00165,IMG_00165_annotation_000,Road patch failure,0.6217,0.8407,0.1167,0.13
IMG_00166,IMG_00166_annotation_000,Surface depression,0.4575,0.7432,0.325,0.2335
IMG_00167,IMG_00167_annotation_000,Surface depression,0.4696,0.5024,0.0625,0.0473
IMG_00168,IMG_00168_annotation_000,Surface depression,0.6496,0.9063,0.3575,0.1874
IMG_00169,IMG_00169_annotation_000,Surface depression,0.2408,0.8858,0.2317,0.2083
IMG_00170,IMG_00170_annotation_000,Surface depression,0.1729,0.8562,0.2292,0.2113
IMG_00170,IMG_00170_annotation_001,Surface depression,0.4817,0.721,0.165,0.068
IMG_00171,IMG_00171_annotation_000,Surface depression,0.5058,0.5349,0.135,0.2216
IMG_00172,IMG_00172_annotation_000,Surface depression,0.6196,0.4662,0.2558,0.1374
IMG_00173,IMG_00173_annotation_000,Pothole,0.5563,0.6235,0.1775,0.1359
IMG_00173,IMG_00173_annotation_001,Pothole,0.4125,0.7203,0.1433,0.1492
IMG_00174,IMG_00174_annotation_000,Miscellaneous abnormality,0.6158,0.5615,0.115,0.0798
IMG_00175,IMG_00175_annotation_000,Surface depression,0.1883,0.845,0.37,0.31
IMG_00175,IMG_00175_annotation_001,Surface depression,0.6329,0.7698,0.4958,0.2039
IMG_00176,IMG_00176_annotation_000,Surface depression,0.62,0.7055,0.235,0.1463
IMG_00176,IMG_00176_annotation_001,Manhole,0.5396,0.611,0.1175,0.0635
IMG_00177,IMG_00177_annotation_000,Surface depression,0.4954,0.5659,0.1425,0.0798
IMG_00178,IMG_00178_annotation_000,Road patch failure,0.66,0.6516,0.0767,0.0739
IMG_00179,IMG_00179_annotation_000,Pothole,0.3987,0.6627,0.1508,0.1167
IMG_00179,IMG_00179_annotation_001,Pothole,0.6088,0.5415,0.1142,0.1374
IMG_00179,IMG_00179_annotation_002,Pothole,0.4208,0.3598,0.125,0.0754
IMG_00180,IMG_00180_annotation_000,Pothole,0.5708,0.6597,0.2267,0.1847
IMG_00180,IMG_00180_annotation_001,Surface depression,0.925,0.509,0.15,0.2261
IMG_00180,IMG_00180_annotation_002,Surface depression,0.4858,0.3398,0.1333,0.1478
IMG_00181,IMG_00181_annotation_000,Surface depression,0.4942,0.5038,0.2183,0.1773
IMG_00181,IMG_00181_annotation_001,Pothole,0.5458,0.7595,0.1433,0.1537
IMG_00182,IMG_00182_annotation_000,Pothole,0.4804,0.4854,0.1008,0.0901
IMG_00183,IMG_00183_annotation_000,Surface depression,0.5829,0.6479,0.3542,0.2054
IMG_00184,IMG_00184_annotation_000,Surface depression,0.5196,0.4277,0.3592,0.2527
IMG_00185,IMG_00185_annotation_000,Surface depression,0.6383,0.6184,0.4183,0.3295
IMG_00186,IMG_00186_annotation_000,Surface depression,0.7163,0.8273,0.3408,0.3454
IMG_00187,IMG_00187_annotation_000,Surface depression,0.4258,0.6679,0.4917,0.3605
IMG_00188,IMG_00188_annotation_000,Road patch failure,0.6979,0.6819,0.1558,0.1433
IMG_00189,IMG_00189_annotation_000,Surface depression,0.4713,0.6309,0.2175,0.1566
IMG_00189,IMG_00189_annotation_001,Manhole,0.9492,0.5814,0.1017,0.0635
IMG_00189,IMG_00189_annotation_002,Surface depression,0.7954,0.5578,0.1808,0.102
IMG_00190,IMG_00190_annotation_000,Manhole,0.4996,0.6605,0.1025,0.0709
IMG_00190,IMG_00190_annotation_001,Pothole,0.3387,0.7417,0.1942,0.0946
IMG_00191,IMG_00191_annotation_000,Surface depression,0.65,0.7985,0.3867,0.4031
IMG_00192,IMG_00192_annotation_000,Pothole,0.4725,0.5061,0.1433,0.0931
IMG_00192,IMG_00192_annotation_001,Pothole,0.3008,0.4381,0.12,0.0517
IMG_00192,IMG_00192_annotation_002,Surface depression,0.5792,0.7608,0.1617,0.2923
IMG_00193,IMG_00193_annotation_000,Surface depression,0.6175,0.4905,0.2233,0.1478
IMG_00193,IMG_00193_annotation_001,Surface depression,0.5421,0.6531,0.1875,0.1448
IMG_00194,IMG_00194_annotation_000,Surface depression,0.0912,0.7934,0.1708,0.3871
IMG_00194,IMG_00194_annotation_001,Pothole,0.3446,0.9329,0.2742,0.1342
IMG_00194,IMG_00194_annotation_002,Pothole,0.6488,0.5253,0.2058,0.0694
IMG_00194,IMG_00194_annotation_003,Surface depression,0.7188,0.876,0.3408,0.2479
IMG_00194,IMG_00194_annotation_004,Pothole,0.1508,0.4521,0.1183,0.0502
IMG_00195,IMG_00195_annotation_000,Surface depression,0.6242,0.7926,0.3317,0.4149
IMG_00195,IMG_00195_annotation_001,Road patch failure,0.5908,0.4499,0.1083,0.1256
IMG_00195,IMG_00195_annotation_002,Surface depression,0.8779,0.5622,0.1492,0.1522
IMG_00196,IMG_00196_annotation_000,Pothole,0.4363,0.5053,0.0958,0.0916
IMG_00197,IMG_00197_annotation_000,Surface depression,0.5254,0.5947,0.2808,0.1551
IMG_00198,IMG_00198_annotation_000,Manhole,0.4917,0.5858,0.1383,0.0931
IMG_00198,IMG_00198_annotation_001,Pothole,0.6221,0.5954,0.1325,0.0857
IMG_00199,IMG_00199_annotation_000,Pothole,0.63,0.543,0.1383,0.1876
IMG_00199,IMG_00199_annotation_001,Surface depression,0.3358,0.6058,0.1717,0.3989
IMG_00199,IMG_00199_annotation_002,Pothole,0.4813,0.3613,0.0792,0.0694
IMG_00200,IMG_00200_annotation_000,Surface depression,0.6917,0.8856,0.5967,0.2287
IMG_00201,IMG_00201_annotation_000,Surface depression,0.5513,0.7565,0.2308,0.3635
IMG_00201,IMG_00201_annotation_001,Surface depression,0.26,0.4063,0.145,0.0798
IMG_00201,IMG_00201_annotation_002,Pothole,0.4675,0.4676,0.0783,0.0635
IMG_00201,IMG_00201_annotation_003,Manhole,0.8342,0.8319,0.27,0.3073
IMG_00202,IMG_00202_annotation_000,Pothole,0.4667,0.5371,0.1033,0.0931
IMG_00202,IMG_00202_annotation_001,Surface depression,0.6629,0.7454,0.4875,0.3059
IMG_00202,IMG_00202_annotation_002,Surface depression,0.6913,0.3952,0.1125,0.0901
IMG_00203,IMG_00203_annotation_000,Surface depression,0.3967,0.7897,0.1183,0.1936
IMG_00204,IMG_00204_annotation_000,Surface depression,0.53,0.4403,0.08,0.1743
IMG_00205,IMG_00205_annotation_000,Surface depression,0.4946,0.6494,0.2925,0.3059
IMG_00206,IMG_00206_annotation_000,Surface depression,0.4592,0.6346,0.17,0.1226
IMG_00207,IMG_00207_annotation_000,Surface depression,0.8054,0.8746,0.2492,0.2509
IMG_00207,IMG_00207_annotation_001,Surface depression,0.3558,0.3923,0.1633,0.102
IMG_00208,IMG_00208_annotation_000,Surface depression,0.5858,0.8073,0.2767,0.3853
IMG_00208,IMG_00208_annotation_001,Surface depression,0.2137,0.7292,0.3958,0.5393
IMG_00208,IMG_00208_annotation_002,Miscellaneous abnormality,0.6154,0.376,0.3408,0.229
IMG_00209,IMG_00209_annotation_000,Pothole,0.1829,0.3155,0.1775,0.0901
IMG_00209,IMG_00209_annotation_001,Surface depression,0.5246,0.5548,0.3042,0.2054
IMG_00210,IMG_00210_annotation_000,Pothole,0.62,0.4477,0.105,0.1212
IMG_00210,IMG_00210_annotation_001,Surface depression,0.8413,0.4617,0.2675,0.164
IMG_00210,IMG_00210_annotation_002,Pothole,0.9392,0.9227,0.1217,0.1138
IMG_00210,IMG_00210_annotation_003,Surface depression,0.2888,0.789,0.2075,0.266
IMG_00211,IMG_00211_annotation_000,Surface depression,0.4383,0.7173,0.1583,0.2349
IMG_00211,IMG_00211_annotation_001,Surface depression,0.8629,0.7654,0.2742,0.4078
IMG_00212,IMG_00212_annotation_000,Surface depression,0.4992,0.5858,0.2617,0.2822
IMG_00212,IMG_00212_annotation_001,Surface depression,0.8492,0.6051,0.3017,0.3531
IMG_00213,IMG_00213_annotation_000,Pothole,0.4462,0.6605,0.2308,0.2275
IMG_00213,IMG_00213_annotation_001,Surface depression,0.8688,0.8413,0.2625,0.3174
IMG_00215,IMG_00215_annotation_000,Surface depression,0.2104,0.6058,0.3625,0.6413
IMG_00216,IMG_00216_annotation_000,Surface depression,0.4842,0.5984,0.405,0.2305
IMG_00219,IMG_00219_annotation_000,Pothole,0.5554,0.3908,0.3008,0.0931
IMG_00220,IMG_00220_annotation_000,Surface depression,0.7008,0.3731,0.1317,0.1226
IMG_00220,IMG_00220_annotation_001,Surface depression,0.5179,0.3989,0.1658,0.0946
IMG_00221,IMG_00221_annotation_000,Surface depression,0.4921,0.5637,0.2325,0.1138
IMG_00222,IMG_00222_annotation_000,Surface depression,0.4587,0.5548,0.2558,0.1433
IMG_00223,IMG_00223_annotation_000,Pothole,0.1758,0.7735,0.3517,0.294
IMG_00223,IMG_00223_annotation_001,Surface depression,0.6429,0.5127,0.4058,0.2039
IMG_00224,IMG_00224_annotation_000,Surface depression,0.4721,0.5866,0.3075,0.1862
IMG_00225,IMG_00225_annotation_000,Pothole,0.1496,0.2637,0.1825,0.1522
IMG_00226,IMG_00226_annotation_000,Surface depression,0.585,0.6213,0.2383,0.2852
IMG_00227,IMG_00227_annotation_000,Surface depression,0.4142,0.4817,0.1583,0.1152
IMG_00228,IMG_00228_annotation_000,Pothole,0.4442,0.4056,0.125,0.0754
IMG_00228,IMG_00228_annotation_001,Surface depression,0.6954,0.4883,0.3242,0.1433
IMG_00228,IMG_00228_annotation_002,Surface depression,0.4813,0.2933,0.1675,0.0635
IMG_00229,IMG_00229_annotation_000,Surface depression,0.4483,0.3428,0.345,0.1271
IMG_00230,IMG_00230_annotation_000,Surface depression,0.5421,0.5341,0.2225,0.1729
IMG_00230,IMG_00230_annotation_001,Surface depression,0.22,0.3531,0.1167,0.0621
IMG_00230,IMG_00230_annotation_002,Miscellaneous abnormality,0.7846,0.4898,0.2325,0.1729
IMG_00231,IMG_00231_annotation_000,Road patch failure,0.1212,0.6723,0.1542,0.2689
IMG_00231,IMG_00231_annotation_001,Surface depression,0.5737,0.441,0.1742,0.2349
IMG_00232,IMG_00232_annotation_000,Surface depression,0.5417,0.492,0.2233,0.3014
IMG_00234,IMG_00234_annotation_000,Surface depression,0.3588,0.5563,0.2475,0.1226
IMG_00235,IMG_00235_annotation_000,Surface depression,0.4042,0.5223,0.105,0.0842
IMG_00236,IMG_00236_annotation_000,Surface depression,0.5537,0.3879,0.0825,0.1256
IMG_00236,IMG_00236_annotation_001,Surface depression,0.4654,0.4174,0.1008,0.0754
IMG_00236,IMG_00236_annotation_002,Surface depression,0.7762,0.4817,0.1558,0.1359
IMG_00237,IMG_00237_annotation_000,Surface depression,0.5175,0.6147,0.23,0.2364
IMG_00238,IMG_00238_annotation_000,Surface depression,0.4671,0.6819,0.2158,0.229
IMG_00238,IMG_00238_annotation_001,Surface depression,0.53,0.4233,0.15,0.2527
IMG_00238,IMG_00238_annotation_002,Surface depression,0.7692,0.9048,0.23,0.1903
IMG_00239,IMG_00239_annotation_000,Pothole,0.5408,0.5821,0.1383,0.133
IMG_00239,IMG_00239_annotation_001,Surface depression,0.8104,0.6449,0.2058,0.2024
IMG_00240,IMG_00240_annotation_000,Surface depression,0.445,0.8215,0.26,0.2098
IMG_00240,IMG_00240_annotation_001,Pothole,0.5138,0.4987,0.1425,0.0842
IMG_00240,IMG_00240_annotation_002,Surface depression,0.8471,0.876,0.3058,0.2479
IMG_00241,IMG_00241_annotation_000,Manhole,0.3217,0.7114,0.14,0.1492
IMG_00242,IMG_00242_annotation_000,Surface depression,0.4437,0.4699,0.1742,0.0946
IMG_00242,IMG_00242_annotation_001,Surface depression,0.8296,0.5607,0.2392,0.1404
IMG_00242,IMG_00242_annotation_002,Surface depression,0.1683,0.8319,0.2083,0.2394
IMG_00243,IMG_00243_annotation_000,Surface depression,0.3633,0.6272,0.2983,0.1581
IMG_00243,IMG_00243_annotation_001,Surface depression,0.6108,0.5541,0.29,0.1359
IMG_00243,IMG_00243_annotation_002,Surface depression,0.9363,0.4285,0.1275,0.0887
IMG_00244,IMG_00244_annotation_000,Surface depression,0.4804,0.7447,0.3025,0.1507
IMG_00245,IMG_00245_annotation_000,Surface depression,0.6717,0.6758,0.3867,0.6483
IMG_00246,IMG_00246_annotation_000,Surface depression,0.5829,0.3236,0.1575,0.1448
IMG_00247,IMG_00247_annotation_000,Pothole,0.6579,0.5142,0.1175,0.0768
IMG_00247,IMG_00247_annotation_001,Surface depression,0.5571,0.3782,0.0742,0.065
IMG_00247,IMG_00247_annotation_002,Surface depression,0.4575,0.6664,0.195,0.4285
IMG_00247,IMG_00247_annotation_003,Pothole,0.2708,0.444,0.115,0.0694
IMG_00248,IMG_00248_annotation_000,Surface depression,0.5233,0.6597,0.1733,0.1433
IMG_00249,IMG_00249_annotation_000,Surface depression,0.5038,0.78,0.1925,0.44
IMG_00249,IMG_00249_annotation_001,Pothole,0.1,0.6885,0.195,0.2069
IMG_00249,IMG_00249_annotation_002,Surface depression,0.5858,0.458,0.2667,0.13
IMG_00250,IMG_00250_annotation_000,Surface depression,0.6308,0.4337,0.1767,0.1285
IMG_00250,IMG_00250_annotation_001,Surface depression,0.655,0.6782,0.39,0.2896
IMG_00251,IMG_00251_annotation_000,Pothole,0.4479,0.577,0.1025,0.1285
IMG_00251,IMG_00251_annotation_001,Surface depression,0.8746,0.6959,0.2508,0.3044
IMG_00252,IMG_00252_annotation_000,Pothole,0.1437,0.5061,0.1025,0.0813
IMG_00252,IMG_00252_annotation_001,Pothole,0.5004,0.5836,0.1142,0.1241
IMG_00253,IMG_00253_annotation_000,Pothole,0.3433,0.574,0.1717,0.1315
IMG_00253,IMG_00253_annotation_001,Surface depression,0.3158,0.3982,0.1017,0.2231
IMG_00253,IMG_00253_annotation_002,Pothole,0.585,0.5038,0.1367,0.0975
IMG_00254,IMG_00254_annotation_000,Surface depression,0.5533,0.5977,0.3233,0.2793
IMG_00255,IMG_00255_annotation_000,Surface depression,0.5167,0.6331,0.1733,0.3354
IMG_00255,IMG_00255_annotation_001,Surface depression,0.3583,0.4078,0.2183,0.1418
IMG_00256,IMG_00256_annotation_000,Surface depression,0.5908,0.5171,0.3217,0.2157
IMG_00256,IMG_00256_annotation_001,Surface depression,0.9346,0.2926,0.0775,0.1418
IMG_00257,IMG_00257_annotation_000,Surface depression,0.5737,0.5511,0.3242,0.1507
IMG_00257,IMG_00257_annotation_001,Surface depression,0.2996,0.3893,0.1892,0.0606
IMG_00257,IMG_00257_annotation_002,Surface depression,0.6558,0.3886,0.3133,0.0887
IMG_00258,IMG_00258_annotation_000,Pothole,0.565,0.5245,0.1917,0.1507
IMG_00258,IMG_00258_annotation_001,Surface depression,0.6596,0.6383,0.1975,0.1684
IMG_00259,IMG_00259_annotation_000,Surface depression,0.5217,0.1958,0.1583,0.1079
IMG_00260,IMG_00260_annotation_000,Surface depression,0.3829,0.4935,0.3158,0.3339
IMG_00262,IMG_00262_annotation_000,Surface depression,0.5767,0.4484,0.155,0.1965
IMG_00263,IMG_00263_annotation_000,Surface depression,0.5558,0.4684,0.1617,0.1655
IMG_00263,IMG_00263_annotation_001,Surface depression,0.4258,0.763,0.265,0.474
IMG_00264,IMG_00264_annotation_000,Road patch failure,0.4846,0.4543,0.1175,0.0783
IMG_00265,IMG_00265_annotation_000,Pothole,0.4871,0.413,0.1742,0.0872
IMG_00266,IMG_00266_annotation_000,Pothole,0.4654,0.4152,0.1158,0.0443
IMG_00266,IMG_00266_annotation_001,Pothole,0.4979,0.3457,0.0958,0.0768
IMG_00266,IMG_00266_annotation_002,Surface depression,0.6338,0.6516,0.2925,0.396
IMG_00266,IMG_00266_annotation_003,Surface depression,0.9062,0.5452,0.1342,0.0798
IMG_00267,IMG_00267_annotation_000,Pothole,0.3558,0.5585,0.195,0.0857
IMG_00267,IMG_00267_annotation_001,Pothole,0.5917,0.5873,0.095,0.1049
IMG_00268,IMG_00268_annotation_000,Road patch failure,0.4788,0.6014,0.0692,0.0473
IMG_00268,IMG_00268_annotation_001,Manhole,0.6267,0.6331,0.13,0.099
IMG_00269,IMG_00269_annotation_000,Pothole,0.895,0.3258,0.0783,0.0429
IMG_00269,IMG_00269_annotation_001,Pothole,0.9054,0.3753,0.1392,0.0473
IMG_00269,IMG_00269_annotation_002,Surface depression,0.4113,0.5836,0.4208,0.198
IMG_00269,IMG_00269_annotation_003,Surface depression,0.5746,0.4093,0.2458,0.1389
IMG_00270,IMG_00270_annotation_000,Manhole,0.4967,0.7122,0.1633,0.1478
IMG_00270,IMG_00270_annotation_001,Surface depression,0.5,0.611,0.2117,0.0783
IMG_00270,IMG_00270_annotation_002,Surface depression,0.9225,0.5356,0.155,0.1197
IMG_00271,IMG_00271_annotation_000,Manhole,0.5225,0.6656,0.185,0.1729
IMG_00271,IMG_00271_annotation_001,Manhole,0.4758,0.4832,0.1283,0.1123
IMG_00272,IMG_00272_annotation_000,Pothole,0.3679,0.8664,0.4092,0.2671
IMG_00272,IMG_00272_annotation_001,Pothole,0.4875,0.5903,0.1783,0.1374
IMG_00273,IMG_00273_annotation_000,Pothole,0.5642,0.3361,0.1283,0.0813
IMG_00273,IMG_00273_annotation_001,Surface depression,0.3817,0.6553,0.3933,0.5157
IMG_00273,IMG_00273_annotation_002,Manhole,0.3517,0.2408,0.095,0.0473
IMG_00274,IMG_00274_annotation_000,Surface depression,0.4921,0.5674,0.1908,0.1625
IMG_00274,IMG_00274_annotation_001,Surface depression,0.1046,0.5327,0.1892,0.2527
IMG_00275,IMG_00275_annotation_000,Surface depression,0.5046,0.4174,0.1608,0.0901
IMG_00275,IMG_00275_annotation_001,Surface depression,0.4525,0.2364,0.1667,0.0591
IMG_00276,IMG_00276_annotation_000,Surface depression,0.5008,0.7757,0.2617,0.1507
IMG_00278,IMG_00278_annotation_000,Surface depression,0.5246,0.5999,0.2292,0.2335
IMG_00279,IMG_00279_annotation_000,Surface depression,0.5938,0.5282,0.2758,0.229
IMG_00279,IMG_00279_annotation_001,Surface depression,0.0608,0.557,0.1017,0.2216
IMG_00280,IMG_00280_annotation_000,Surface depression,0.49,0.6006,0.165,0.3236
IMG_00281,IMG_00281_annotation_000,Surface depression,0.4442,0.5888,0.15,0.1847
IMG_00282,IMG_00282_annotation_000,Surface depression,0.5104,0.5851,0.2342,0.263
IMG_00283,IMG_00283_annotation_000,Pothole,0.5062,0.4832,0.1375,0.1064
IMG_00283,IMG_00283_annotation_001,Surface depression,0.2521,0.3975,0.1325,0.0975
IMG_00284,IMG_00284_annotation_000,Pothole,0.4788,0.5016,0.1358,0.102
IMG_00285,IMG_00285_annotation_000,Manhole,0.4871,0.5186,0.1158,0.0768
IMG_00286,IMG_00286_annotation_000,Surface depression,0.5742,0.4854,0.24,0.1522
IMG_00287,IMG_00287_annotation_000,Pothole,0.5733,0.3938,0.14,0.0754
IMG_00288,IMG_00288_annotation_000,Surface depression,0.5621,0.512,0.2742,0.1788
IMG_00289,IMG_00289_annotation_000,Surface depression,0.4375,0.4529,0.08,0.1729
IMG_00290,IMG_00290_annotation_000,Surface depression,0.5604,0.4743,0.2442,0.1093
IMG_00290,IMG_00290_annotation_001,Pothole,0.4146,0.4662,0.0408,0.034
IMG_00291,IMG_00291_annotation_000,Surface depression,0.8392,0.4388,0.275,0.2128
